usp_category,usp_class,usp_drug,drug_name,drug_id
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,valproic acid,D00399
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,divalproex sodium,D00304
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,valproate sodium,D00710
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,calcium valproate,D08667
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,vigabatrin,vigabatrin,D00535
Anticonvulsants,Glutamate Reducing Agents,felbamate,felbamate,D00536
Anticonvulsants,Glutamate Reducing Agents,lamotrigine,lamotrigine,D00354
Anticonvulsants,Glutamate Reducing Agents,perampanel,perampanel,D08964
Anticonvulsants,Glutamate Reducing Agents,perampanel,perampanel hydrate,D10780
Anticonvulsants,Glutamate Reducing Agents,topiramate,topiramate,D00537
Anticonvulsants,Sodium Channel Agents,carbamazepine,carbamazepine,D00252
Anticonvulsants,Sodium Channel Agents,eslicarbazepine,eslicarbazepine,D09215
Anticonvulsants,Sodium Channel Agents,eslicarbazepine,eslicarbazepine acetate,D09612
Anticonvulsants,Sodium Channel Agents,ethotoin,ethotoin,D00708
Anticonvulsants,Sodium Channel Agents,fosphenytoin,fosphenytoin,D07993
Anticonvulsants,Sodium Channel Agents,fosphenytoin,fosphenytoin sodium,D02096
Anticonvulsants,Sodium Channel Agents,fosphenytoin,fosphenytoin sodium hydrate,D07595
Anticonvulsants,Sodium Channel Agents,lacosamide,lacosamide,D07299
Anticonvulsants,Sodium Channel Agents,oxcarbazepine,oxcarbazepine,D00533
Anticonvulsants,Sodium Channel Agents,phenytoin,phenytoin,D00512
Anticonvulsants,Sodium Channel Agents,phenytoin,phenytoin sodium,D02103
Anticonvulsants,Sodium Channel Agents,rufinamide,rufinamide,D05775
Anticonvulsants,"Anticonvulsants, Other",levetiracetam,levetiracetam,D00709
Anticonvulsants,"Anticonvulsants, Other",ezogabine,ezogabine,D09569
Antidementia Agents,Cholinesterase Inhibitors,donepezil,donepezil,D07869
Antidementia Agents,Cholinesterase Inhibitors,donepezil,donepezil hydrochloride,D00670
Antidementia Agents,Cholinesterase Inhibitors,galantamine,galantamine,D04292
Antidementia Agents,Cholinesterase Inhibitors,galantamine,galantamine hydrobromide,D02173
Antidementia Agents,Cholinesterase Inhibitors,rivastigmine,rivastigmine,D03822
Antidementia Agents,Cholinesterase Inhibitors,rivastigmine,rivastigmine tartrate,D02558
Antidementia Agents,N-methyl-D-aspartate (NMDA) Receptor Antagonist,memantine,memantine,D08174
Antidementia Agents,N-methyl-D-aspartate (NMDA) Receptor Antagonist,memantine,memantine hydrochloride,D04905
Antidementia Agents,"Antidementia Agents, Other",ergoloid mesylates,ergoloid mesylates,D02268
Antidepressants,Monoamine Oxidase Inhibitors,phenelzine,phenelzine,D08349
Antidepressants,Monoamine Oxidase Inhibitors,phenelzine,phenelzine sulfate,D00505
Antidepressants,Monoamine Oxidase Inhibitors,selegiline,selegiline,D03731
Antidepressants,Monoamine Oxidase Inhibitors,selegiline,selegiline hydrochloride,D00785
Antidepressants,Monoamine Oxidase Inhibitors,tranylcypromine,tranylcypromine,D08625
Antidepressants,Monoamine Oxidase Inhibitors,tranylcypromine,tranylcypromine sulfate,D00826
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,citalopram,D07704
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,citalopram hydrobromide,D00822
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,citalopram hydrochloride,D07705
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),desvenlafaxine,desvenlafaxine,D07793
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),desvenlafaxine,desvenlafaxine succinate,D02570
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,duloxetine,D07880
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,duloxetine hydrochloride,D01179
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,escitalopram,D07913
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,escitalopram oxalate,D02567
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluoxetine,fluoxetine,D00326
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluoxetine,fluoxetine hydrochloride,D00823
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluvoxamine,fluvoxamine,D07984
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluvoxamine,fluvoxamine maleate,D00824
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),levomilnacipran,levomilnacipran,D10072
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),levomilnacipran,levomilnacipran hydrochloride,D10133
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),maprotiline,maprotiline,D02566
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),maprotiline,maprotiline hydrochloride,D00818
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),nefazodone,nefazodone,D08257
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),nefazodone,nefazodone hydrochloride,D00819
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine,D02362
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine hydrochloride hydrate,D02260
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine hydrochloride,D05374
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine mesylate,D05375
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,sertraline,D02360
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,sertraline hydrochloride,D00825
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,trazodone,D08626
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,trazodone hydrochloride,D00820
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,venlafaxine,D08670
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,venlafaxine hydrochloride,D00821
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,vilazodone,D09698
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,vilazodone hydrochloride,D09699
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,vortioxetine,D10184
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,vortioxetine hydrobromide,D10185
Antidepressants,Tricyclics,amitriptyline,amitriptyline,D07448
Antidepressants,Tricyclics,amitriptyline,amitriptyline hydrochloride,D00809
Antidepressants,Tricyclics,amoxapine,amoxapine,D00228
Antidepressants,Tricyclics,clomipramine,clomipramine,D07727
Antidepressants,Tricyclics,clomipramine,clomipramine hydrochloride,D00811
Antidepressants,Tricyclics,desipramine,desipramine,D07791
Antidepressants,Tricyclics,desipramine,desipramine hydrochloride,D00812
Antidepressants,Tricyclics,doxepin,doxepin,D07875
Antidepressants,Tricyclics,doxepin,doxepin hydrochloride,D00814
Antidepressants,Tricyclics,imipramine,imipramine,D08070
Antidepressants,Tricyclics,imipramine,imipramine hydrochloride,D00815
Antidepressants,Tricyclics,imipramine,imipramine pamoate,D08071
Antidepressants,Tricyclics,nortriptyline,nortriptyline,D08288
Antidepressants,Tricyclics,nortriptyline,nortriptyline hydrochloride,D00816
Antidepressants,Tricyclics,protriptyline,protriptyline,D08447
Antidepressants,Tricyclics,protriptyline,protriptyline hydrochloride,D00484
Antidepressants,Tricyclics,trimipramine,trimipramine,D00394
Antidepressants,Tricyclics,trimipramine,trimipramine maleate,D02408
Antidepressants,"Antidepressants, Other",bupropion,bupropion,D07591
Antidepressants,"Antidepressants, Other",bupropion,bupropion hydrochloride,D00817
Antidepressants,"Antidepressants, Other",bupropion,bupropion hydrobromide,D07938
Antidepressants,"Antidepressants, Other",mirtazapine,mirtazapine,D00563
Antidepressants,"Antidepressants, Other",aripiprazole,aripiprazole,D01164
Antidepressants,"Antidepressants, Other",aripiprazole,aripiprazole cavoxil,D10355
Antidepressants,"Antidepressants, Other",aripiprazole,aripiprazole lauroxil,D10364
Antidepressants,"Antidepressants, Other",aripiprazole,aripiprazole hydrate,D10516
Antidepressants,"Antidepressants, Other",quetiapine,quetiapine,D08456
Antidepressants,"Antidepressants, Other",quetiapine,quetiapine fumarate,D00458
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,dolasetron,D07867
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,dolasetron mesylate,D00725
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,granisetron,D04370
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,granisetron hydrochloride,D00677
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,ondansetron,D00456
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,ondansetron hydrochloride hydrate,D00678
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,palonosetron,D07175
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,palonosetron hydrochloride,D05343
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,aprepitant,D02968
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,fosaprepitant dimeglumine,D06597
Antiemetics,Emetogenic Therapy Adjuncts,nabilone,nabilone,D05099
Antiemetics,Emetogenic Therapy Adjuncts,dronabinol,dronabinol,D00306
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine,D00270
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine hydrochloride,D00789
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine hibenzate,D03274
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine phenolphthalinate,D04034
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine tannate,D09819
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine,D00300
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine hydrochloride,D00669
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine salicylate,D02419
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine tannate,D03285
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine laurylsulfate,D03360
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine citrate,D03854
Antiemetics,"Antiemetics, Other",doxylamine succinate/pyridoxine hydrochloride,doxylamine succinate - pyridoxine hydrochloride mixt,D10357
Antiemetics,"Antiemetics, Other",hydroxyzine,hydroxyzine,D08054
Antiemetics,"Antiemetics, Other",hydroxyzine,hydroxyzine hydrochloride,D00672
Antiemetics,"Antiemetics, Other",hydroxyzine,hydroxyzine pamoate,D01096
Antiemetics,"Antiemetics, Other",meclizine,meclozine,D08163
Antiemetics,"Antiemetics, Other",meclizine,meclizine hydrochloride,D01317
Antiemetics,"Antiemetics, Other",metoclopramide,metoclopramide,D00726
Antiemetics,"Antiemetics, Other",metoclopramide,metoclopramide hydrochloride,D02213
Antiemetics,"Antiemetics, Other",metoclopramide,metoclopramide hydrochloride,D05008
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine,D00503
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine maleate,D02037
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine fendizoate,D04038
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine hydrochloride,D04965
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine decanoate,D08341
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine enantate,D08342
Antiemetics,"Antiemetics, Other",prochlorperazine,prochlorperazine,D00493
Antiemetics,"Antiemetics, Other",prochlorperazine,prochlorperazine maleate,D00479
Antiemetics,"Antiemetics, Other",prochlorperazine,prochlorperazine mesilate,D02022
Antiemetics,"Antiemetics, Other",prochlorperazine,prochlorperazine edisylate,D02609
Antiemetics,"Antiemetics, Other",promethazine,promethazine,D00494
Antiemetics,"Antiemetics, Other",promethazine,promethazine hydrochloride,D00480
Antiemetics,"Antiemetics, Other",promethazine,promethazine teoclate,D01242
Antiemetics,"Antiemetics, Other",promethazine,promethazine methylenedisalicylate,D03290
Antiemetics,"Antiemetics, Other",promethazine,promethazine maleate,D08432
Antiemetics,"Antiemetics, Other",promethazine,promethazine hibenzate,D08768
Antiemetics,"Antiemetics, Other",scopolamine,scopolamine,D00138
Antiemetics,"Antiemetics, Other",scopolamine,scopolamine hydrobromide,D02071
Antiemetics,"Antiemetics, Other",trimethobenzamide,trimethobenzamide,D08643
Antiemetics,"Antiemetics, Other",trimethobenzamide,trimethobenzamide hydrochloride,D02733
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,celecoxib,celecoxib,D00567
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac,D07816
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac potassium,D00903
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac sodium,D00904
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac diethylamine,D07817
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac hydroxyethylpyrrolidine,D07818
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac calcium,D07819
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diflunisal,diflunisal,D00130
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,etodolac,etodolac,D00315
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,fenoprofen,D02350
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,fenoprofen calcium,D00968
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,flurbiprofen,D00330
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,flurbiprofen axetil,D01475
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,flurbiprofen sodium,D02290
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,esflurbiprofen,D10254
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen,D00126
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen piconol,D01122
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen aluminum,D04490
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen lysine,D06606
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen arginine salt,D08058
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen sodium,D08059
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen sodium,D09760
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,indomethacin,D00141
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,indomethacin sodium,D02110
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,ketoprofen,D00132
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,ketoprofen lysine,D08102
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,ketoprofen sodium,D08103
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,ketorolac,D08104
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,ketorolac tromethamine,D00813
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,meclofenamic acid,D02341
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,meclofenamate sodium,D00169
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,meclofenamate sodium,D08162
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,mefenamic acid,mefenamic acid,D00151
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meloxicam,meloxicam,D00969
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,nabumetone,nabumetone,D00425
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,naproxen,D00118
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,naproxen sodium,D00970
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,naproxen etemesil,D10017
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,oxaprozin,oxaprozin,D00463
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,piroxicam,D00127
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,piroxicam betadex,D05511
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,piroxicam cinnamate,D05512
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,piroxicam olamine,D05513
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,sulindac,sulindac,D00120
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,tolmetin,D02355
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,tolmetin sodium,D00158
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,dihydroergotamine,D07837
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,dihydroergotamine mesylate,D02211
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,dihydroergotamine tartrate,D07838
Antimigraine Agents,Ergot Alkaloids,ergotamine,ergotamine,D07906
Antimigraine Agents,Ergot Alkaloids,ergotamine,ergotamine tartrate,D00679
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,almotriptan,D02824
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,almotriptan malate,D02825
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,eletriptan,D07887
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,eletriptan hydrobromide,D01973
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,frovatriptan,D07997
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,frovatriptan succinate,D04264
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,naratriptan,D08255
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,naratriptan hydrochloride,D00674
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,rizatriptan,D08485
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,rizatriptan benzoate,D00675
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,rizatriptan sulfate,D05740
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,sumatriptan,D00451
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,sumatriptan succinate,D00676
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,zolmitriptan,zolmitriptan,D00415
Antimigraine Agents,Prophylactic,timolol,timolol,D08600
Antimigraine Agents,Prophylactic,timolol,timolol,D00378
Antimigraine Agents,Prophylactic,timolol,timolol maleate,D00603
Antimigraine Agents,Prophylactic,divalproex,divalproex sodium,D00304
Antimigraine Agents,Prophylactic,topiramate,topiramate,D00537
Antimigraine Agents,Prophylactic,valproate,valproic acid,D00399
Antimigraine Agents,Prophylactic,valproate,divalproex sodium,D00304
Antimigraine Agents,Prophylactic,valproate,valproate sodium,D00710
Antimigraine Agents,Prophylactic,valproate,calcium valproate,D08667
Antimyasthenic Agents,Parasympathomimetics,ambenonium,ambenonium chloride,D01001
Antimyasthenic Agents,Parasympathomimetics,pyridostigmine,pyridostigmine bromide,D00487
Antimycobacterials,Antituberculars,bedaquiline,bedaquiline,D09872
Antimycobacterials,Antituberculars,bedaquiline,bedaquiline fumarate,D09873
Antimycobacterials,Antituberculars,capreomycin,capreomycin,D07607
Antimycobacterials,Antituberculars,capreomycin,capreomycin sulfate,D00135
Antimycobacterials,Antituberculars,cycloserine,cycloserine,D00877
Antimycobacterials,Antituberculars,ethambutol,ethambutol,D07925
Antimycobacterials,Antituberculars,ethambutol,ethambutol hydrochloride,D00878
Antimycobacterials,Antituberculars,ethionamide,ethionamide,D00591
Antimycobacterials,Antituberculars,isoniazid,isoniazid,D00346
Antimycobacterials,Antituberculars,isoniazid,isoniazid calcium pyruvinate,D01501
Antimycobacterials,Antituberculars,isoniazid,isoniazid sodium methanesulfonate hydrate,D02002
Antimycobacterials,Antituberculars,isoniazid,isoniazid glucuronate sodium,D09773
Antimycobacterials,Antituberculars,pyrazinamide,pyrazinamide,D00144
Antimycobacterials,Antituberculars,rifampin,rifampin,D00211
Antimycobacterials,Antituberculars,rifapentine,rifapentine,D00879
Antimycobacterials,"Antimycobacterials, Other",dapsone,dapsone,D00592
Antimycobacterials,"Antimycobacterials, Other",rifabutin,rifabutin,D00424
Antineoplastics,Alkylating Agents,altretamine,altretamine,D02841
Antineoplastics,Alkylating Agents,chlorambucil,chlorambucil,D00266
Antineoplastics,Alkylating Agents,mechlorethamine,mechlorethamine hydrochloride,D04872
Antineoplastics,Alkylating Agents,melphalan,melphalan,D00369
Antineoplastics,Alkylating Agents,melphalan,melphalan hydrochloride,D08173
Antineoplastics,Alkylating Agents,lomustine,lomustine,D00363
Antineoplastics,Alkylating Agents,busulfan,busulfan,D00248
Antineoplastics,Alkylating Agents,cyclophosphamide,cyclophosphamide,D07760
Antineoplastics,Alkylating Agents,cyclophosphamide,cyclophosphamide,D00287
Antineoplastics,Alkylating Agents,procarbazine,procarbazine,D08423
Antineoplastics,Alkylating Agents,procarbazine,procarbazine hydrochloride,D00478
Antineoplastics,Antiandrogens,enzalutamide,enzalutamide,D10218
Antineoplastics,Antiandrogens,bicalutamide,bicalutamide,D00961
Antineoplastics,Antiandrogens,flutamide,flutamide,D00586
Antineoplastics,Antiandrogens,nilutamide,nilutamide,D00965
Antineoplastics,Antiandrogens,abiraterone,abiraterone acetate,D09701
Antineoplastics,Antiangiogenic Agents,lenalidomide,lenalidomide,D04687
Antineoplastics,Antiangiogenic Agents,lenalidomide,lenalidomide hydrate,D09813
Antineoplastics,Antiangiogenic Agents,pomalidomide,pomalidomide,D08976
Antineoplastics,Antiangiogenic Agents,thalidomide,thalidomide,D00754
Antineoplastics,Antiestrogens/Modifiers,estramustine,estramustine,D04066
Antineoplastics,Antiestrogens/Modifiers,estramustine,estramustine phosphate sodium,D02398
Antineoplastics,Antiestrogens/Modifiers,estramustine,estramustine phosphate sodium hydrate,D06397
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,tamoxifen,D08559
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,tamoxifen citrate,D00966
Antineoplastics,Antiestrogens/Modifiers,toremifene,toremifene,D08620
Antineoplastics,Antiestrogens/Modifiers,toremifene,toremifene citrate,D00967
Antineoplastics,Antimetabolites,mercaptopurine,mercaptopurine,D04931
Antineoplastics,Antimetabolites,mercaptopurine,mercaptopurine,D00161
Antineoplastics,Antimetabolites,thioguanine,tioguanine,D08603
Antineoplastics,Antimetabolites,thioguanine,thioguanine,D06109
Antineoplastics,Antimetabolites,hydroxyurea,hydroxyurea,D00341
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",anastrozole,anastrozole,D00960
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",exemestane,exemestane,D00963
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",letrozole,letrozole,D00964
Antineoplastics,Enzyme Inhibitors,etoposide,etoposide,D00125
Antineoplastics,Enzyme Inhibitors,etoposide,etoposide phosphate,D04107
Antineoplastics,Enzyme Inhibitors,topotecan,topotecan,D08618
Antineoplastics,Enzyme Inhibitors,topotecan,topotecan hydrochloride,D02168
Antineoplastics,Molecular Target Inhibitors,vemurafenib,vemurafenib,D09996
Antineoplastics,Molecular Target Inhibitors,dabrafenib,dabrafenib,D10064
Antineoplastics,Molecular Target Inhibitors,dabrafenib,dabrafenib mesylate,D10104
Antineoplastics,Molecular Target Inhibitors,trametinib,trametinib,D10175
Antineoplastics,Molecular Target Inhibitors,trametinib,trametinib dimethyl sulfoxide,D10176
Antineoplastics,Molecular Target Inhibitors,ibrutinib,ibrutinib,D10223
Antineoplastics,Molecular Target Inhibitors,afatinib,afatinib,D09724
Antineoplastics,Molecular Target Inhibitors,afatinib,afatinib dimaleate,D09733
Antineoplastics,Molecular Target Inhibitors,erlotinib,erlotinib,D07907
Antineoplastics,Molecular Target Inhibitors,erlotinib,erlotinib hydrochloride,D04023
Antineoplastics,Molecular Target Inhibitors,vismodegib,vismodegib,D09992
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,ruxolitinib,D09959
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,ruxolitinib phosphate,D09960
Antineoplastics,Molecular Target Inhibitors,everolimus,everolimus,D02714
